pair,combo,id,reasons,short_preview
"mars_pluto","cancer_capricorn","46","banned: ""будет""","Долго присматривается к людям, но если доверился — будет опорой в любой ситуации"
"mars_pluto","cancer_aquarius","47","short words: 11 (need 12-25)","Может внезапно изменить планы, если почувствует, что его личное пространство нар"
"mars_pluto","cancer_pisces","48","short words: 11 (need 12-25)","Может расплакаться из-за трогательного фильма, но не покажет виду на работе."
"mars_pluto","leo_leo","53","short words: 11 (need 12-25); banned: ""будет""","Готов выкладываться на полную, если чувствует, что его ценят и замечают."
"mars_pluto","leo_sagittarius","57","full words: 82 (need 50-80)","Горит идеей, увлекает за собой других, а когда они выдыхаются — находит новую, е"
"mars_pluto","leo_capricorn","58","banned: ""будет""","Долго и методично выстраивает репутацию, чтобы однажды оказаться у руля и получи"
"mars_pluto","leo_pisces","60","full words: 83 (need 50-80); banned: ""потенциал""","Может быть душой компании, а через час — загадочно исчезнуть, чтобы побыть со св"
"mars_pluto","virgo_cancer","64","full words: 85 (need 50-80)","Переживает всё глубоко, но внешне старается держать лицо, пока внутри не накопит"
"mars_pluto","virgo_virgo","66","banned: ""будет""","Перепроверит отчёты трижды, но всё равно будет прокручивать в голове, не пропуст"
"mars_pluto","virgo_pisces","72","short words: 11 (need 12-25)","Может часами разбирать чужие проблемы по полочкам, забывая о своих собственных."
"mars_pluto","libra_aries","73","full words: 81 (need 50-80)","Долго колеблется, а потом решает всё одним рывком — и уже не отступает."
"mars_pluto","libra_taurus","74","short words: 11 (need 12-25); full words: 82 (need 50-80)","Соглашается, чтобы не портить отношения, но в важных вопросах стоит насмерть."
"mars_pluto","libra_gemini","75","banned: ""будет""","Со всеми находит общий язык, но его настоящие мысли остаются загадкой даже для б"
"mars_pluto","libra_leo","77","full words: 88 (need 50-80)","Он умеет убеждать мягко, но требует, чтобы его заслуги признавали без лишних про"
"mars_pluto","libra_sagittarius","81","short words: 11 (need 12-25); full words: 95 (need 50-80)","Дружелюбен и щедр на слова, но за обаянием стоит жёсткая принципиальность."
"mars_pluto","libra_capricorn","82","full words: 98 (need 50-80)","Старается быть корректным и предусмотрительным, но внутри переживает бурю, котор"
"mars_pluto","libra_aquarius","83","full words: 91 (need 50-80)","Хочет сохранить мир, но не в ущерб своей свободе — и это непростое сочетание."
"mars_pluto","libra_pisces","84","short words: 9 (need 12-25)","Старается всем угодить, а потом обижается, что им пользуются."
"mars_pluto","scorpio_aries","85","short words: 11 (need 12-25)","Его спокойствие обманчиво: внутри — кипение, которое вырывается наружу внезапным"
"mars_pluto","scorpio_gemini","87","short words: 11 (need 12-25)","Видит скрытые пружины чужих поступков и использует слова как точное оружие."
"mars_pluto","scorpio_virgo","90","short words: 7 (need 12-25)","Перепроверит всё трижды, прежде чем сделать шаг."
"mars_pluto","scorpio_libra","91","short words: 9 (need 12-25)","Старается сохранять приятное лицо, даже когда внутри всё кипит."
"mars_pluto","scorpio_scorpio","92","short words: 10 (need 12-25)","Видит людей насквозь и никогда не забывает, кто что сказал."
"mars_pluto","scorpio_sagittarius","93","full words: 85 (need 50-80)","Готов спорить до хрипоты за идею, которая его зацепила, но быстро теряет интерес"
"mars_pluto","sagittarius_aries","97","banned: ""произойдёт""","Вспыхивает идеей и сразу бросается её воплощать — остановить его почти невозможн"
"mars_pluto","sagittarius_taurus","98","banned: ""ресурс""","Мечтает о кругосветке и одновременно копит на участок с домом — и то и другое вс"
"mars_pluto","capricorn_aries","109","banned: ""энергия""","Годами выжидает, а потом действует так резко, что никто не успевает понять, что "
"mars_pluto","capricorn_taurus","110","full words: 90 (need 50-80); banned: ""будет""","Если он решил что-то сделать, переубедить его невозможно — будет стоять на своём"
"mars_pluto","capricorn_cancer","112","short words: 10 (need 12-25); full words: 86 (need 50-80); banned: ""будет""","Кажется неприступным, но внутри прячет ранимость, которую никому не показывает."
"mars_pluto","capricorn_sagittarius","117","short words: 10 (need 12-25); full words: 85 (need 50-80)","Строит карьеру так, будто это захватывающее путешествие с чёткими этапами."
"mars_pluto","capricorn_capricorn","118","short words: 10 (need 12-25); full words: 84 (need 50-80)","Планирует каждый шаг наперёд и редко отступает от намеченного курса."
"mars_pluto","capricorn_aquarius","119","full words: 91 (need 50-80)","Спокойно нарушает правила, если они мешают делу, и не ждёт одобрения окружающих."
"mars_pluto","capricorn_pisces","120","short words: 11 (need 12-25); full words: 91 (need 50-80)","Строит серьёзные планы, но легко отвлекается на красивые идеи и мечты."
"mars_pluto","aquarius_cancer","124","full words: 90 (need 50-80); banned: ""будет""","С виду отстранённый, он внезапно превращается в защитника, когда под угрозой ока"
"mars_pluto","aquarius_virgo","126","short words: 9 (need 12-25)","Генерирует смелые идеи, а потом дотошно проверяет каждую деталь."
"mars_pluto","aquarius_libra","127","short words: 9 (need 12-25)","Избегает ссор, но если его свободу трогают, становится непробиваемым."
"mars_pluto","aquarius_scorpio","128","banned: ""глубина""","Интересуется тайнами, но свои хранит надёжно — доступ к ним получают единицы."
"mars_pluto","aquarius_capricorn","130","full words: 85 (need 50-80)","Может долго молчать в компании, а потом выдать план, который переворачивает всё "
"mars_pluto","aquarius_aquarius","131","full words: 87 (need 50-80); banned: ""быть собой""","Может годами искать единомышленников, а когда находит — сам же уходит в тень."
"mars_pluto","aquarius_pisces","132","full words: 84 (need 50-80)","Может часами говорить о глобальных проблемах, а потом внезапно замолчать и уйти "
"mars_pluto","pisces_virgo","138","short words: 9 (need 12-25)","Хочет сделать всё идеально, но самокритика мешает вовремя остановиться."
"mars_pluto","pisces_libra","139","short words: 9 (need 12-25)","Избегает ссор любой ценой, предпочитая уступить, чем разрушить гармонию."
"mars_pluto","pisces_scorpio","140","short words: 11 (need 12-25)","Глубоко чувствует других, но боится открыться, пока не проверит на прочность."
"mars_pluto","pisces_sagittarius","141","full words: 82 (need 50-80)","Его мягкость обманчива: внутри кипят убеждения, которые он готов отстаивать до п"
"mars_saturn","aries_leo","5","banned: ""будет""; banned: ""ресурс""","Сначала решает, что будет лидером, а потом думает, как справиться с ответственно"
"mars_saturn","aries_virgo","6","short words: 11 (need 12-25); full words: 87 (need 50-80)","Бросается в новое дело, одновременно прикидывая, как бы подстраховать каждую мел"
"mars_saturn","aries_libra","7","full words: 83 (need 50-80)","Готов спорить до хрипоты, но в последнюю секунду меняет тактику, чтобы всех поми"
"mars_saturn","aries_scorpio","8","full words: 83 (need 50-80)","В спорах молчит до последнего, а потом одним словом переворачивает всё обсуждени"
"mars_saturn","taurus_leo","17","full words: 89 (need 50-80)","Решительно движется к своей цели, но хочет, чтобы его достижения заметили и оцен"
"mars_saturn","taurus_sagittarius","21","short words: 11 (need 12-25)","Одновременно хочет стабильности и приключений, из-за чего часто оказывается в ту"
"mars_saturn","taurus_capricorn","22","short words: 11 (need 12-25)","Действует медленно и продуманно, предпочитая проверенные методы и не поддаваясь "
"mars_saturn","taurus_pisces","24","full words: 81 (need 50-80)","Внешне спокоен, но внутри переживает бурю чувств, долго помнит обиды и мечтает о"
"mars_saturn","gemini_aries","25","short words: 10 (need 12-25)","Сначала выпаливает идею, а уже потом соображает, как её воплотить."
"mars_saturn","gemini_taurus","26","banned: ""будет""","Может часами рассуждать о переменах, но ничего не менять в своей жизни."
"mars_saturn","gemini_gemini","27","short words: 11 (need 12-25)","За вечер успевает обсудить политику, рецепт пасты и новую теорию заговора."
"mars_saturn","gemini_cancer","28","short words: 11 (need 12-25)","Может рассказать анекдот и тут же расстроиться, если никто не засмеялся."
"mars_saturn","gemini_virgo","30","short words: 11 (need 12-25)","Прежде чем согласиться, задаст сто уточняющих вопросов и проверит всё сам."
"mars_saturn","gemini_scorpio","32","short words: 11 (need 12-25)","Может молча наблюдать весь вечер, а потом одним вопросом перевернуть всё."
"mars_saturn","cancer_aries","37","full words: 84 (need 50-80)","Действует на эмоциях, но подаёт это как напор. Внешне смелый, внутри осторожный."
"mars_saturn","cancer_taurus","38","full words: 84 (need 50-80); banned: ""будет""","Всё делает основательно, но расстаётся с привычным тяжело. Злится редко, зато ос"
"mars_saturn","cancer_gemini","39","full words: 91 (need 50-80)","Меняет настроение каждый час, но за словом в карман не лезет и отлично чувствует"
"mars_saturn","cancer_cancer","40","full words: 82 (need 50-80)","Цепляется за привычное, накапливает обиды и редко идёт на компромисс с чужими."
"mars_saturn","cancer_virgo","42","short words: 11 (need 12-25)","Долго переживает из-за мелочей, но вместо жалоб начинает дотошно наводить порядо"
"mars_saturn","cancer_sagittarius","45","full words: 84 (need 50-80); banned: ""будет""","Мечтает объехать весь мир, но берёт с собой любимый плед и термос с чаем."
"mars_saturn","cancer_capricorn","46","full words: 83 (need 50-80)","Боится ошибок больше всего на свете, поэтому перепроверяет всё по три раза."
"mars_saturn","leo_leo","53","full words: 81 (need 50-80)","Требует от себя максимум, но если ошибается, переживает дольше, чем окружающим к"
"mars_saturn","leo_virgo","54","full words: 84 (need 50-80)","Берётся за дело масштабно, но потом тратит время на бесконечную правку мелких де"
"mars_saturn","leo_libra","55","full words: 92 (need 50-80)","Сначала громко заявляет о своей позиции, а потом готов её корректировать, лишь б"
"mars_saturn","leo_scorpio","56","full words: 103 (need 50-80)","Упрямо добивается власти, но никогда не показывает всех карт — даже близким не д"
"mars_saturn","leo_sagittarius","57","short words: 11 (need 12-25)","Загорается новой идеей и готов бежать за горизонт, забыв о мелочах."
"mars_saturn","leo_capricorn","58","banned: ""будет""","Ставит перед собой цель и идёт к ней без лишнего шума, но с огромной гордостью."
"mars_saturn","leo_aquarius","59","banned: ""уникальность""; banned: ""быть собой""","Не станет терпеть скучные правила, если можно придумать свои и всех удивить."
"mars_saturn","leo_pisces","60","short words: 10 (need 12-25)","Мечтает о большом признании, но стесняется проявить себя без поддержки."
"mars_saturn","virgo_aries","61","full words: 86 (need 50-80)","Сначала продумает каждый шаг у себя в голове, а потом сделает всё за минуту и уд"
"mars_saturn","virgo_taurus","62","full words: 81 (need 50-80); banned: ""ресурс""","Всё делает основательно, не любит спешки и лишних трат, но умеет доводить начато"
"mars_saturn","virgo_gemini","63","full words: 90 (need 50-80)","Любую бытовую мелочь способен разобрать до атомов, но к финалу может забыть, с ч"
"mars_saturn","virgo_cancer","64","full words: 89 (need 50-80)","Он заботится через мелочи, а когда его старания не ценят — может обидеться и уйт"
"mars_saturn","virgo_virgo","66","banned: ""будет""","Всё должно быть идеально — иначе он будет переделывать до тех пор, пока не добьё"
"mars_saturn","virgo_scorpio","68","banned: ""будет""","Видит мельчайшие детали и скрытые мотивы, но раскрывает карты только когда сам г"
"mars_saturn","virgo_capricorn","70","banned: ""будет""","Перед тем как начать, составит подробный план и будет следовать ему до последней"
"mars_saturn","libra_gemini","75","short words: 11 (need 12-25)","Может поддержать любой разговор, но его собственное мнение меняется быстрее пого"
"mars_saturn","libra_virgo","78","short words: 11 (need 12-25)","Вежливо укажет на ошибку и тут же предложит идеальный план исправления."
"mars_saturn","scorpio_aries","85","short words: 11 (need 12-25)","Долго терпит, но если взрывается — сметает всё на своём пути."
"mars_saturn","scorpio_taurus","86","short words: 8 (need 12-25)","Упёртый как скала, но внутри бурлит вулкан эмоций."
"mars_saturn","scorpio_gemini","87","short words: 9 (need 12-25)","Видит людей насквозь, но сам часто меняет свои планы."
"mars_saturn","scorpio_cancer","88","short words: 8 (need 12-25)","Ранимый внутри, но внешне кажется неприступным и холодным."
"mars_saturn","scorpio_libra","91","short words: 11 (need 12-25)","Долго взвешивает решения, чтобы никого не задеть, хотя внутри всё кипит."
"mars_saturn","scorpio_scorpio","92","short words: 10 (need 12-25)","Сначала долго молчит и изучает собеседника, а потом действует наверняка."
"mars_saturn","sagittarius_aries","97","full words: 82 (need 50-80)","Сначала загорается идеей, а позже начинает сомневаться, не зря ли он так быстро "
"mars_saturn","sagittarius_gemini","99","full words: 86 (need 50-80)","Хочет попробовать всё сразу, но потом удивляется, почему ничего не получилось до"
"mars_saturn","sagittarius_cancer","100","short words: 11 (need 12-25)","Любит приключения, но тяжело переживает, если они угрожают его привычному укладу"
"mars_saturn","sagittarius_virgo","102","short words: 7 (need 12-25)","Планирует спонтанные поездки с точностью военной операции."
"mars_saturn","sagittarius_scorpio","104","short words: 10 (need 12-25)","Ищет острых ощущений, но всегда держит пару козырей в рукаве."
"mars_saturn","sagittarius_pisces","108","short words: 11 (need 12-25)","Увлекается новыми идеями, но часто теряется между желаниями и реальными возможно"
"mars_saturn","capricorn_taurus","110","banned: ""будет""","Если решил — не отступит, даже когда всем вокруг очевидно, что пора поменять так"
"mars_saturn","capricorn_libra","115","short words: 11 (need 12-25)","Сглаживает острые углы, но в важных вопросах остаётся непреклонным и последовате"
"mars_saturn","capricorn_aquarius","119","short words: 11 (need 12-25)","Может внезапно сменить строгий график на спонтанный эксперимент, удивляя всех во"
"mars_saturn","aquarius_aries","121","short words: 11 (need 12-25)","Может внезапно изменить планы, если почувствует, что старые методы перестали раб"
"mars_saturn","aquarius_taurus","122","short words: 11 (need 12-25)","Сначала всё проверяет на практике, прежде чем делиться идеями с другими."
"mars_saturn","aquarius_gemini","123","short words: 11 (need 12-25)","Легко переключается между разными подходами, но ему сложно остановиться на одном"
"mars_saturn","aquarius_cancer","124","short words: 11 (need 12-25)","Долго присматривается к новым идеям, но если чувствует поддержку, действует наст"
"mars_saturn","aquarius_leo","125","short words: 11 (need 12-25); full words: 42 (need 50-80)","Может увлечься необычной идеей и потратить время на её эффектную подачу."
"mars_saturn","aquarius_virgo","126","short words: 11 (need 12-25); full words: 40 (need 50-80)","Придумывает необычные решения, но подолгу проверяет их на логику и практичность."
"mars_saturn","aquarius_libra","127","short words: 11 (need 12-25); full words: 39 (need 50-80)","Прежде чем что-то менять, обсудит это со всеми и найдёт компромисс."
"mars_saturn","aquarius_scorpio","128","short words: 11 (need 12-25); full words: 44 (need 50-80)","Внешне кажется равнодушным, но внутри переживает всё очень глубоко и остро."
"mars_saturn","pisces_taurus","134","full words: 82 (need 50-80)","Годами может мечтать о переменах, но ничего не менять, потому что привычное каже"
"mars_saturn","pisces_gemini","135","full words: 83 (need 50-80)","С ним невозможно соскучиться: за час придумает десять планов, но ни один не дове"
"mars_saturn","pisces_cancer","136","full words: 85 (need 50-80); banned: ""будет""","Эмоции прячет глубоко внутри, но привязанности держит крепко и долго не отпускае"
"mars_saturn","pisces_libra","139","banned: ""будет""","Старается всем угодить, но потом чувствует пустоту — ему трудно отстаивать свои "
"mars_saturn","pisces_sagittarius","141","full words: 83 (need 50-80)","Искренне хочет приключений, но боится сделать первый шаг из-за страха перед посл"
"mars_saturn","pisces_pisces","144","full words: 85 (need 50-80)","Действует по наитию, а потом пытается понять, зачем он это сделал и что ему на с"
"mars_uranus","aries_taurus","2","banned: ""будет""","Упрямый и порывистый одновременно. Долго раскачивается, но если решился — сметае"
"mars_uranus","aries_capricorn","10","short words: 11 (need 12-25)","Резко берётся за дело, но упрямо добивается результата, ломая устаревшие правила"
"mars_uranus","aries_aquarius","11","short words: 11 (need 12-25)","Внезапно загорается идеей, бросает всё и действует, не оглядываясь на правила."
"mars_uranus","aries_pisces","12","short words: 11 (need 12-25); banned: ""будет""","Действует по наитию, смешивая напор с мечтательностью — результат часто неожидан"
"mars_uranus","taurus_taurus","14","banned: ""будет""","Упёртый и спокойный — пока не решит, что пора менять всё сразу."
"mars_uranus","taurus_cancer","16","short words: 11 (need 12-25); banned: ""будет""","Обижается редко, но надолго — проще не трогать его без повода."
"mars_uranus","taurus_scorpio","20","full words: 81 (need 50-80); banned: ""будет""","Никогда не показывает карты первым, но помнит каждый ход соперника и ждёт своего"
"mars_uranus","gemini_leo","29","full words: 81 (need 50-80)","Быстро загорается новой идеей, но так же быстро остывает, если не видит немедлен"
"mars_uranus","gemini_virgo","30","banned: ""будет""","Перепроверяет себя по десять раз и не может расслабиться, пока всё не будет идеа"
"mars_uranus","gemini_sagittarius","33","short words: 11 (need 12-25)","Может за полчаса передумать три раза и всё равно сделать по-своему."
"mars_uranus","gemini_capricorn","34","short words: 11 (need 12-25)","Сначала просчитает все риски, а потом сделает так, как сам решил."
"mars_uranus","gemini_aquarius","35","short words: 11 (need 12-25)","Может загореться идеей посреди ночи и к утру уже найти единомышленников."
"mars_uranus","gemini_pisces","36","short words: 9 (need 12-25)","Может начать рассказывать одну историю, а закончить совершенно другой."
"mars_uranus","cancer_taurus","38","banned: ""будет""","Долго терпит ради стабильности, а потом одним решением переворачивает всё с ног "
"mars_uranus","cancer_libra","43","short words: 11 (need 12-25)","Долго терпит несправедливость ради гармонии, но однажды взрывается и требует рав"
"mars_uranus","cancer_scorpio","44","short words: 11 (need 12-25)","Переживает обиды молча, а потом решает всё кардинально изменить без предупрежден"
"mars_uranus","cancer_sagittarius","45","full words: 86 (need 50-80)","Может купить билет в неизвестном направлении, а уже в аэропорту пожалеть, что не"
"mars_uranus","cancer_capricorn","46","full words: 90 (need 50-80)","Выглядит спокойным и рассудительным, пока внутри не накопится достаточно напряже"
"mars_uranus","cancer_aquarius","47","full words: 85 (need 50-80); banned: ""будет""","Может внезапно уехать в другой город, а через неделю вернуться, потому что соску"
"mars_uranus","cancer_pisces","48","banned: ""быть собой""","Может вдохновиться случайной фразой и создать нечто удивительное, а потом забыть"
"mars_uranus","leo_aries","49","short words: 11 (need 12-25); full words: 90 (need 50-80)","Загорается идеей и сразу берётся за дело, не дожидаясь одобрения окружающих."
"mars_uranus","leo_taurus","50","short words: 9 (need 12-25); full words: 84 (need 50-80); banned: ""ресурс""","Упорно строит своё благополучие и ждёт признания своих трудов."
"mars_uranus","leo_gemini","51","short words: 10 (need 12-25); banned: ""уникальность""","Привлекает внимание остроумием и неожиданными идеями, но быстро теряет интерес."
"mars_uranus","leo_cancer","52","short words: 11 (need 12-25); full words: 85 (need 50-80)","Внешне спокоен, но внутри бурлит — обиды помнит долго и остро."
"mars_uranus","virgo_leo","65","short words: 10 (need 12-25)","Сначала перепроверит всё трижды, а потом устроит шоу из результата."
"mars_uranus","virgo_virgo","66","short words: 10 (need 12-25)","Не успокоится, пока не доведёт каждое действие до абсолютного совершенства."
"mars_uranus","virgo_libra","67","short words: 10 (need 12-25)","Ищет во всём гармонию, но дотошность мешает быстро принять решение."
"mars_uranus","virgo_scorpio","68","short words: 11 (need 12-25)","Всё помнит, всё анализирует и никогда не показывает истинной глубины чувств."
"mars_uranus","libra_aries","73","full words: 81 (need 50-80)","Может часами выбирать между двумя вариантами, а потом выбрать третий — самый нео"
"mars_uranus","libra_gemini","75","full words: 89 (need 50-80)","Может убедить кого угодно в чём угодно, а через час сам забыть, о чём говорил."
"mars_uranus","libra_cancer","76","full words: 84 (need 50-80)","Долго сохраняет вежливость, но если его задеть за живое — может неожиданно замкн"
"mars_uranus","libra_libra","79","full words: 82 (need 50-80); banned: ""быть собой""","Часто колеблется между двумя решениями, а когда выбирает — успевает пожалеть оба"
"mars_uranus","libra_capricorn","82","full words: 83 (need 50-80)","Сначала взвешивает все за и против, а потом действует решительно и без оглядки."
"mars_uranus","libra_aquarius","83","full words: 82 (need 50-80); banned: ""быть собой""","Может поддержать разговор о чём угодно, но резко замолкает, если чувствует давле"
"mars_uranus","libra_pisces","84","short words: 11 (need 12-25); full words: 83 (need 50-80)","Может часами слушать чужие истории, а потом неожиданно уйти гулять один."
"mars_uranus","scorpio_aries","85","short words: 11 (need 12-25)","Долго терпит, а потом взрывается так, что сам удивляется собственной ярости."
"mars_uranus","scorpio_gemini","87","short words: 11 (need 12-25)","Собирает секреты как коллекцию, но сам остаётся загадкой для всех вокруг."
"mars_uranus","scorpio_cancer","88","short words: 11 (need 12-25)","То ищет полного слияния, то резко отстраняется, чтобы не потерять себя."
"mars_uranus","scorpio_leo","89","banned: ""будет""","Не прощает предательства, но готов горы свернуть ради тех, кто однажды заслужил "
"mars_uranus","scorpio_virgo","90","full words: 91 (need 50-80)","Всё проверяет по несколько раз, а потом ещё раз, потому что спокойствие даёт тол"
"mars_uranus","scorpio_scorpio","92","full words: 82 (need 50-80); banned: ""энергия""","Ощущает всё острее других, но редко показывает уязвимость — даже близким сложно "
"mars_uranus","scorpio_pisces","96","short words: 11 (need 12-25)","Чувствует обстановку кожей и действует не напрямую, а через обходные манёвры."
"mars_uranus","sagittarius_aries","97","banned: ""будет""","Сначала бросается в новое дело, не разбирая деталей, и только потом понимает, во"
"mars_uranus","sagittarius_taurus","98","full words: 85 (need 50-80); banned: ""будет""","Поначалу кажется, что он легко загорается идеями, но на деле ему нужно время, чт"
"mars_uranus","sagittarius_gemini","99","full words: 82 (need 50-80)","Может за день переключиться с трёх разных увлечений и к вечеру придумать четвёрт"
"mars_uranus","sagittarius_cancer","100","full words: 83 (need 50-80)","Внешне кажется лёгким и открытым, но внутри всё пропускает через себя гораздо гл"
"mars_uranus","sagittarius_leo","101","full words: 90 (need 50-80)","Разжигает общее веселье так, будто от этого зависит жизнь, и искренне не понимае"
"mars_uranus","sagittarius_virgo","102","full words: 91 (need 50-80)","Мечтает всё бросить и уехать, но тратит полчаса на проверку, выключен ли утюг."
"mars_uranus","sagittarius_libra","103","full words: 96 (need 50-80); banned: ""энергия""","Ищет красивый способ быть правым и при этом не испортить ни с кем отношения."
"mars_uranus","sagittarius_scorpio","104","full words: 93 (need 50-80)","Его приключения — это всегда охота за чужими секретами, а не просто поиск впечат"
"mars_uranus","sagittarius_pisces","108","short words: 11 (need 12-25)","Может забыть о важной встрече, потому что увлёкся наблюдением за облаками."
"mars_uranus","capricorn_taurus","110","short words: 11 (need 12-25)","Упрямо идёт к цели проверенными методами, не отвлекаясь на сомнительные новшеств"
"mars_uranus","capricorn_leo","113","banned: ""ресурс""","Упорно идёт к цели, но хочет, чтобы этот путь заметили и оценили."
"mars_uranus","capricorn_virgo","114","short words: 11 (need 12-25); banned: ""будет""","Всё перепроверяет по несколько раз и не выносит спешки и небрежности."
"mars_uranus","capricorn_libra","115","short words: 9 (need 12-25)","Предпочитает добиваться своего без скандалов, терпеливо выжидая удобный момент."
"mars_uranus","capricorn_sagittarius","117","full words: 97 (need 50-80)","Долго выстраивает планы, а потом за вечер решает купить билет в другой конец све"
"mars_uranus","capricorn_capricorn","118","short words: 10 (need 12-25)","Перестраивает рабочие процессы вопреки устоявшимся правилам, но делает это метод"
"mars_uranus","capricorn_aquarius","119","short words: 11 (need 12-25)","Организовывает сообщества вокруг смелых идей, но требует от всех чёткого расписа"
"mars_uranus","aquarius_taurus","122","full words: 91 (need 50-80); banned: ""будет""","Может годами отстаивать свою точку зрения, но внезапно поменять ее за один разго"
"mars_uranus","aquarius_cancer","124","short words: 10 (need 12-25)","Внешне невозмутим, но внутри переживает бурю, которую редко кому показывает."
"mars_uranus","aquarius_leo","125","full words: 81 (need 50-80)","Уверен в своей непохожести, но болезненно реагирует, если кто-то её не замечает."
"mars_uranus","aquarius_virgo","126","short words: 9 (need 12-25)","Придумывает нестандартное решение, а потом долго проверяет каждую деталь."
"mars_uranus","aquarius_libra","127","short words: 10 (need 12-25); banned: ""быть собой""","Открыт к диалогу, но не позволит навязывать себе чужие правила."
"mars_uranus","aquarius_scorpio","128","short words: 11 (need 12-25)","Подмечает то, что другие упускают, и редко говорит всё, что думает."
"mars_uranus","pisces_aries","133","full words: 83 (need 50-80)","Может тихо мечтать о переменах, а потом резко сорваться с места и уехать в друго"
"mars_uranus","pisces_leo","137","short words: 11 (need 12-25)","Соглашается ради спокойствия, но внутри уже придумал, как сделать всё иначе."
"mars_uranus","pisces_pisces","144","short words: 10 (need 12-25)","Может часами размышлять о чём-то возвышенном, а потом забыть поесть."
"mars_venus","aries_aries","1","short words: 11 (need 12-25)","Вспыхивает мгновенно, действует первым, а о последствиях думает уже на бегу."
"mars_venus","aries_gemini","3","short words: 11 (need 12-25)","Вспыхивает новой идеей каждые полчаса и успевает заразить ею всех вокруг."
"mars_venus","aries_cancer","4","banned: ""будет""","Сначала лезет в драку, а потом долго переживает, не обидел ли кого случайно."
"mars_venus","aries_virgo","6","short words: 10 (need 12-25)","Сначала бросается в дело, а потом мучительно перепроверяет каждую деталь."
"mars_venus","aries_libra","7","short words: 9 (need 12-25); banned: ""энергия""","Хочет действовать быстро, но постоянно оглядывается на чужое мнение."
"mars_venus","aries_scorpio","8","short words: 9 (need 12-25)","Сначала действует, потом анализирует, но никогда не прощает предательства."
"mars_venus","aries_sagittarius","9","full words: 88 (need 50-80); banned: ""будет""","Может согласиться на авантюру за пять минут, а уже вечером разбираться с последс"
"mars_venus","aries_capricorn","10","full words: 94 (need 50-80); banned: ""будет""","Сначала оценит выгоду, потом включит энтузиазм — и будет работать до упора."
"mars_venus","aries_aquarius","11","full words: 82 (need 50-80)","Может часами спорить о теории заговора, а потом забыть, зачем вообще начал этот "
"mars_venus","aries_pisces","12","full words: 89 (need 50-80)","Может расплакаться из-за рекламы корма для собак, а через час уже спорить до хри"
"mars_venus","taurus_taurus","14","short words: 11 (need 12-25)","Упрямый, надёжный, не меняет решений без веских причин и ценит комфорт."
"mars_venus","taurus_gemini","15","short words: 11 (need 12-25)","Хочет устойчивости, но не может устоять перед новой идеей или разговором."
"mars_venus","taurus_cancer","16","short words: 10 (need 12-25)","Оберегает свой уклад и близких, реагирует медленно, но очень основательно."
"mars_venus","taurus_leo","17","short words: 11 (need 12-25)","Может долго раскачиваться, но выходить на сцену с уже готовым результатом."
"mars_venus","taurus_virgo","18","short words: 6 (need 12-25)","Лучше перепроверить трижды, чем потом переделывать."
"mars_venus","taurus_libra","19","short words: 9 (need 12-25)","Решения принимает медленно, зато так, чтобы никого не задеть."
"mars_venus","taurus_scorpio","20","short words: 9 (need 12-25)","Держит всё под контролем, но чувства иногда вырываются неожиданно."
"mars_venus","taurus_sagittarius","21","short words: 10 (need 12-25)","Мечтает о кругосветке, но не готов отказаться от любимого дивана."
"mars_venus","gemini_aries","25","full words: 49 (need 50-80)","Мгновенно загорается новой идеей и тут же начинает действовать, не дожидаясь гот"
"mars_venus","gemini_gemini","27","banned: ""будет""","Переключается между делами так быстро, что сам забывает, чем занимался пять мину"
"mars_venus","gemini_leo","29","banned: ""будет""","Способен увлечься новой идеей за секунду и тут же заразить ею всех вокруг."
"mars_venus","gemini_virgo","30","full words: 84 (need 50-80)","Сначала соберёт всю информацию по теме, а потом потратит ещё час на её проверку."
"mars_venus","gemini_libra","31","short words: 11 (need 12-25)","Легко поддерживает любой разговор, но избегает прямых ответов на неудобные вопро"
"mars_venus","gemini_sagittarius","33","banned: ""будет""","Готов в любую минуту отправиться в путешествие и увлечь за собой любого, кто не "
"mars_venus","gemini_capricorn","34","full words: 86 (need 50-80)","Держит эмоции под контролем, но внутри постоянно анализирует и ищет лучший вариа"
"mars_venus","gemini_pisces","36","full words: 86 (need 50-80)","Меняется как хамелеон: сначала смеётся, через минуту уже мечтает о чём-то далёко"
"mars_venus","cancer_taurus","38","banned: ""будет""","Он не любит спешить и предпочитает сначала всё обдумать, а потом уже действовать"
"mars_venus","cancer_scorpio","44","banned: ""глубина""","Переживает всё очень глубоко и остро, но редко показывает это даже самым близким"
"mars_venus","cancer_sagittarius","45","short words: 9 (need 12-25); full words: 40 (need 50-80)","Сначала кажется закрытым, но быстро раскрывается, если почувствует интерес."
"mars_venus","cancer_capricorn","46","short words: 8 (need 12-25); full words: 39 (need 50-80)","Привык сначала всё обдумывать, а потом уже действовать."
"mars_venus","cancer_aquarius","47","short words: 9 (need 12-25); full words: 42 (need 50-80); banned: ""быть собой""","Может долго сохранять спокойствие, даже когда внутри всё кипит."
"mars_venus","cancer_pisces","48","short words: 8 (need 12-25); full words: 39 (need 50-80); banned: ""ресурс""","Легко считывает настроение других и подстраивается под него."
"mars_venus","leo_aries","49","short words: 11 (need 12-25); full words: 92 (need 50-80)","Зажигает вечеринку, но готов уйти, если его не заметят среди первых."
